,Unnamed: 0,"Rank[Note 1]
","Mountain
","Height(m)[1]
","Drop (m)[Note 2]
","Coordinates[2]
","Range [Note 3]
","Range[Note 4]
","Region [Note 5]
","Country
","First[3]ascent
","Rank[Note 2]
","Height(m) [2]
","Drop (m)[Note 3]
","Coordinates[4]
","Range [Note 4]
","Range[Note 5]
","Region [Note 6]
","First[5]ascent
"
1001,488,"1010
","Predigstuhl
",2543,385,"47°15′43″N 13°54′41″E﻿ / ﻿47.26194°N 13.91139°E﻿ / 47.26194; 13.91139﻿ (1010. Predigstuhl (2543 m))
","Niedere Tauern
","II/A-18.II-A
","Styria
","AT
","
",,,,,,,,
1002,489,"1011
","Monte Talvena
",2542,602,"46°15′58″N 12°09′21″E﻿ / ﻿46.26611°N 12.15583°E﻿ / 46.26611; 12.15583﻿ (1011. Monte Talvena (2542 m))
","Dolomites - SE
","II/C-31.II-B
","Belluno
","IT
","
",,,,,,,,
1003,490,"1012
","Giferspitz
",2542,556,"46°27′04″N 07°21′12″E﻿ / ﻿46.45111°N 7.35333°E﻿ / 46.45111; 7.35333﻿ (1012. Giferspitz (2542 m))
","Bernese Prealps
","I/B-14.II-A
","Bern
","CH
","
",,,,,,,,
1004,491,"1013
","Mohnenfluh
",2542,387,"47°13′56″N 10°06′08″E﻿ / ﻿47.23222°N 10.10222°E﻿ / 47.23222; 10.10222﻿ (1013. Mohnenfluh (2542 m))
","Lechquellen Mts
","II/B-21.II-A
","Vorarlberg
","AT
","
",,,,,,,,
1005,492,"1014
","Pöngertlekopf & Pfaffeneck[Note 14]
",2539,632,"47°10′27″N 10°02′04″E﻿ / ﻿47.17417°N 10.03444°E﻿ / 47.17417; 10.03444﻿ (1014. Pöngertlekopf & Pfaffeneck  (2539 m))
","Lechquellen Mts
","II/B-21.II-A
","Vorarlberg
","AT
","
",,,,,,,,
1006,493,"1015
","Östliche Karwendelspitze
",2537,734,"47°26′42″N 11°25′19″E﻿ / ﻿47.44500°N 11.42194°E﻿ / 47.44500; 11.42194﻿ (1015. Östliche Karwendelspitze (2537 m))
","Karwendel
","II/B-21.IV-A
","N-Tyrol/Bavaria
","AT/DE
","1870
",,,,,,,,
1007,494,"1016
","Pizzo Cavregasco
",2535,334,"46°14′22″N 09°16′35″E﻿ / ﻿46.23944°N 9.27639°E﻿ / 46.23944; 9.27639﻿ (1016. Pizzo Cavregasco (2535 m))
","Adula Alps
","I/B-10.III-D
","Como/Sondrio
","IT
","
",,,,,,,,
1008,495,"1017
","Glogghüs
",2534,554,"46°45′38″N 08°15′45″E﻿ / ﻿46.76056°N 8.26250°E﻿ / 46.76056; 8.26250﻿ (1017. Glogghüs (2534 m))
","Urner Alps
","I/B-14.III-B
","Bern/Obwalden
","CH
","
",,,,,,,,
1009,496,"1018
","Hochwang
",2534,417,"46°52′27″N 09°37′59″E﻿ / ﻿46.87417°N 9.63306°E﻿ / 46.87417; 9.63306﻿ (1018. Hochwang (2534 m))
","Plessur Alps
","II/A-15.VII-A
","Graubünden
","CH
","
",,,,,,,,
1010,497,"1019
","Pointe de Comborsier
",2534,403,"45°36′37″N 06°30′56″E﻿ / ﻿45.61028°N 6.51556°E﻿ / 45.61028; 6.51556﻿ (1019. Pte de Comborsier (2534 m))
","Beaufortain Massif
","I/B-07.VI-A
","Savoie
","FR
","
",,,,,,,,
1011,498,"1020
","Großer Widderstein
",2533,845,"47°17′05″N 10°07′45″E﻿ / ﻿47.28472°N 10.12917°E﻿ / 47.28472; 10.12917﻿ (1020. Großer Widderstein (2533 m))
","Allgäu Alps
","II/B-22.II-C
","Vorarlberg
","AT
","1669
",,,,,,,,
1012,499,"1021
","Cima Quarazza
",2530,413,"46°07′47″N 11°34′12″E﻿ / ﻿46.12972°N 11.57000°E﻿ / 46.12972; 11.57000﻿ (1021. Cima Quarazza (2530 m))
","Fiemme Alps
","II/C-31.V-B
","Trentino
","IT
","
",,,,,,,,
1013,500,"1022
","Cima Coltorondo
",2530,350,"46°15′21″N 11°38′17″E﻿ / ﻿46.25583°N 11.63806°E﻿ / 46.25583; 11.63806﻿ (1022. Cima Coltorondo (2530 m))
","Fiemme Alps
","II/C-31.V-B
","Trentino
","IT
","
",,,,,,,,
1014,501,"1023
","Gurpitscheck
",2526,660,"47°12′39″N 13°36′53″E﻿ / ﻿47.21083°N 13.61472°E﻿ / 47.21083; 13.61472﻿ (1023. Gurpitscheck (2526 m))
","Niedere Tauern
","II/A-18.II-A
","Salzburg
","AT
","
",,,,,,,,
1015,502,"1024
","Gamskofel
",2526,467,"46°37′51″N 12°54′03″E﻿ / ﻿46.63083°N 12.90083°E﻿ / 46.63083; 12.90083﻿ (1024. Gamskofel (2526 m))
","Carnic Alps
","II/C-33.I-A
","Carinthia
","AT
","
",,,,,,,,
1016,503,"1025
","Mont Joly
",2525,536,"45°49′34″N 06°41′35″E﻿ / ﻿45.82611°N 6.69306°E﻿ / 45.82611; 6.69306﻿ (1025. Mont Joly (2525 m))
","Beaufortain Massif
","I/B-07.VI-B
","Haute-Savoie
","FR
","
",,,,,,,,
1017,504,"1026
","Magerrain
",2524,357,"47°01′59″N 09°13′12″E﻿ / ﻿47.03306°N 9.22000°E﻿ / 47.03306; 9.22000﻿ (1026. Magerrain (2524 m))
","Glarus Alps
","I/B-13.II-A
","Glarus/StGallen
","CH
","
",,,,,,,,
1018,505,"1027
","Hocheisspitze
",2523,410,"47°32′49″N 12°50′36″E﻿ / ﻿47.54694°N 12.84333°E﻿ / 47.54694; 12.84333﻿ (1027. Hocheisspitze (2523 m))
","Berchtesgaden Alps
","II/B-24.III-C
","Salzburg/Bavaria
","AT/DE
","1868
",,,,,,,,
1019,506,"1028
","Hoher Göll
",2522,789,"47°35′39″N 13°04′04″E﻿ / ﻿47.59417°N 13.06778°E﻿ / 47.59417; 13.06778﻿ (1028. Hoher Göll (2522 m))
","Berchtesgaden Alps
","II/B-24.III-B
","Salzburg/Bavaria
","AT/DE
","1800
",,,,,,,,
1020,507,"1029
","Presolana
",2521,725,"45°57′24″N 10°03′19″E﻿ / ﻿45.95667°N 10.05528°E﻿ / 45.95667; 10.05528﻿ (1029. Presolana (2521 m))
","Bergamasque Prealps
","II/C-29.II-C
","Bergamo
","IT
","1870
",,,,,,,,
1021,508,"1030
","Monte delle Scale
",2521,580,"46°30′09″N 10°19′36″E﻿ / ﻿46.50250°N 10.32667°E﻿ / 46.50250; 10.32667﻿ (1030. Monte delle Scale (2521 m))
","Livigno Alps
","II/A-15.IV-A
","Sondrio
","IT
","
",,,,,,,,
1022,509,"1031
","Tschuggen
",2521,460,"46°36′01″N 07°56′59″E﻿ / ﻿46.60028°N 7.94972°E﻿ / 46.60028; 7.94972﻿ (1031. Tschuggen (2521 m))
","Bernese Prealps
","I/B-14.II-B
","Bern
","CH
","
",,,,,,,,
1023,510,"1032
","Hochjoch [de]
",2520,547,"47°03′58″N 09°59′17″E﻿ / ﻿47.06611°N 9.98806°E﻿ / 47.06611; 9.98806﻿ (1032. Hochjoch (2520 m))
","Verwall
","II/A-15.VI-C
","Vorarlberg
","AT
","
",,,,,,,,
1024,511,"1033
","Dreispitz
",2520,523,"46°35′34″N 07°45′35″E﻿ / ﻿46.59278°N 7.75972°E﻿ / 46.59278; 7.75972﻿ (1033. Dreispitz (2520 m))
","Bernese Prealps
","I/B-14.II-B
","Bern
","CH
","
",,,,,,,,
1025,512,"1034
","Steinwand / Creta Verde
",2520,509,"46°38′34″N 12°47′32″E﻿ / ﻿46.64278°N 12.79222°E﻿ / 46.64278; 12.79222﻿ (1034. Steinwand / Creta Verde (2520 m))
","Carnic Alps
","II/C-33.I-A
","Carinthia/Udine
","AT/IT
","
",,,,,,,,
1026,513,"1035
","Cima di Bri
",2520,313,"46°18′19″N 08°53′03″E﻿ / ﻿46.30528°N 8.88417°E﻿ / 46.30528; 8.88417﻿ (1035. Cima di Bri (2520 m))
","Ticino Alps
","I/B-10.II-D
","Ticino
","CH
","
",,,,,,,,
1027,514,"1036
","Monte Seleron
",2519,458,"46°06′00″N 09°43′44″E﻿ / ﻿46.10000°N 9.72889°E﻿ / 46.10000; 9.72889﻿ (1036. Monte Seleron (2519 m))
","Bergamo Alps
","II/C-29.I-A
","Sondrio
","IT
","
",,,,,,,,
1028,515,"1037
","Großer Priel
",2515,1710,"47°43′01″N 14°03′48″E﻿ / ﻿47.71694°N 14.06333°E﻿ / 47.71694; 14.06333﻿ (1037. Großer Priel (2515 m))
","Totes Gebirge
","II/B-25.III-A
","Upper Austria
","AT
","1817
",,,,,,,,
1029,516,"1038
","Chaiserstock
",2515,470,"46°55′42″N 08°43′43″E﻿ / ﻿46.92833°N 8.72861°E﻿ / 46.92833; 8.72861﻿ (1038. Chaiserstock (2515 m))
","Schwyz Alps
","I/B-14.IV-A
","Schwyz/Uri
","CH
","
",,,,,,,,
1030,517,"1039
","Cima Busa Alta
",2513,331,"46°14′59″N 11°36′34″E﻿ / ﻿46.24972°N 11.60944°E﻿ / 46.24972; 11.60944﻿ (1039. Cima Busa Alta (2513 m))
","Fiemme Alps
","II/C-31.V-B
","Trentino
","IT
","
",,,,,,,,
1031,518,"1040
","Glanderspitze [de]
",2512,971,"47°08′54″N 10°39′42″E﻿ / ﻿47.14833°N 10.66167°E﻿ / 47.14833; 10.66167﻿ (1040. Glanderspitze (2512 m))
","Ötztal Alps
","II/A-16.I-C
","North Tyrol
","AT
","
",,,,,,,,
1032,519,"1041
","Pizzo Arera
",2512,691,"45°56′05″N 09°48′57″E﻿ / ﻿45.93472°N 9.81583°E﻿ / 45.93472; 9.81583﻿ (1041. Pizzo Arera (2512 m))
","Bergamasque Prealps
","II/C-29.II-B
","Bergamo
","IT
","
",,,,,,,,
1033,520,"1042
","Pizzo Alto
",2512,320,"46°04′39″N 09°27′24″E﻿ / ﻿46.07750°N 9.45667°E﻿ / 46.07750; 9.45667﻿ (1042. Pizzo Alto (2512 m))
","Bergamo Alps
","II/C-29.I-B
","Lecco/Sondrio
","IT
","
",,,,,,,,
1034,521,"1043
","Großes Ochsenhorn
",2511,1309,"47°32′18″N 12°39′39″E﻿ / ﻿47.53833°N 12.66083°E﻿ / 47.53833; 12.66083﻿ (1043. Großes Ochsenhorn (2511 m))
","Loferer Steinberge
","II/B-24.I-A
","Salzburg
","AT
","
",,,,,,,,
1035,522,"1044
","Villanderer Berg
",2509,426,"46°39′31″N 11°25′08″E﻿ / ﻿46.65861°N 11.41889°E﻿ / 46.65861; 11.41889﻿ (1044. Villanderer Berg (2509 m))
","Sarntal Alps
","II/A-16.III-A
","South Tyrol
","IT
","
",,,,,,,,
1036,523,"1045
","Mitterhorn [de]
",2506,335,"47°32′58″N 12°37′43″E﻿ / ﻿47.54944°N 12.62861°E﻿ / 47.54944; 12.62861﻿ (1045. Mitterhorn (2506 m))
","Loferer Steinberge
","II/B-24.I-A
","Salzburg
","AT
","
",,,,,,,,
1037,524,"1046
","Dormillouse
",2505,392,"44°24′35″N 06°23′13″E﻿ / ﻿44.40972°N 6.38694°E﻿ / 44.40972; 6.38694﻿ (1046. Dormillouse (2505 m))
","Provence Alps
","I/A-03.1-A
","A-d-H-Provence
","FR
","
",,,,,,,,
1038,525,"1047
","Breithorn
",2504,327,"47°27′25″N 12°54′10″E﻿ / ﻿47.45694°N 12.90278°E﻿ / 47.45694; 12.90278﻿ (1047. Breithorn (2504 m))
","Berchtesgaden Alps
","II/B-24.III-A
","Salzburg
","AT
","
",,,,,,,,
1039,526,"1048
","Cima di Pape / Cima di Sanson
",2503,696,"46°20′04″N 11°55′41″E﻿ / ﻿46.33444°N 11.92806°E﻿ / 46.33444; 11.92806﻿ (1048. Cima di Pape / Cima di Sanson (2503 m))
","Dolomites - S
","II/C-31.IV-A
","Belluno
","IT
","
",,,,,,,,
1040,527,"1049
","Piz Ledu
",2503,375,"46°13′57″N 09°19′18″E﻿ / ﻿46.23250°N 9.32167°E﻿ / 46.23250; 9.32167﻿ (1049. Piz Ledu (2503 m))
","Adula Alps
","I/B-10.III-D
","Como/Sondrio
","IT
","
",,,,,,,,
1041,528,"1050
","Säntis
",2502,2015,"47°14′58″N 09°20′36″E﻿ / ﻿47.24944°N 9.34333°E﻿ / 47.24944; 9.34333﻿ (1050. Säntis (2502 m))
","Appenzell Alps
","I/B-14.V-B
","App/StG[Note 15]
","CH
","1680
",,,,,,,,
1042,529,"1051
","Großer Pleißlingkeil
",2501,410,"47°13′38″N 13°29′29″E﻿ / ﻿47.22722°N 13.49139°E﻿ / 47.22722; 13.49139﻿ (1051. Großer Pleißlingkeil (2501 m))
","Niedere Tauern
","II/A-18.I-A
","Salzburg
","AT
","
",,,,,,,,
1043,0,,"Mont Blanc / Monte Bianco
",4808,4695,"45°49′57″N 06°51′52″E﻿ / ﻿45.83250°N 6.86444°E﻿ / 45.83250; 6.86444﻿ (1. Mont Blanc (4808 m))
","Mont Blanc massif
","I/B-07.V-B
","Haute-Savoie/Aosta Valley
","FR/IT
",,"1
",,,,,,,"1786
"
1044,1,,"Monte Rosa / Mont Rose (Dufourspitze)
",4634,2165,"45°56′13″N 07°52′01″E﻿ / ﻿45.93694°N 7.86694°E﻿ / 45.93694; 7.86694﻿ (2. Monte Rosa / Mont Rose (Dufourspitze) (4634 m))
","Monte Rosa Alps
","I/B-09.III-A
","Valais/Piedmont
","CH
",,"2
",,,,,,,"1855
"
1045,2,,"Dom
",4545,1046,"46°05′38″N 07°51′32″E﻿ / ﻿46.09389°N 7.85889°E﻿ / 46.09389; 7.85889﻿ (3. Dom (4545 m))
","Mischabel
","I/B-09.V-A
","Valais
","CH
",,"3
",,,,,,,"1858
"
1046,3,,"Lyskamm
",4533,381,"45°55′20″N 07°50′08″E﻿ / ﻿45.92222°N 7.83556°E﻿ / 45.92222; 7.83556﻿ (4. Lyskamm (4533 m))
","Monte Rosa Alps
","I/B-09.III-A
","Valais/Aosta Valley
","CH/IT
",,"4
",,,,,,,"1861
"
1047,4,,"Weisshorn
",4506,1235,"46°06′05″N 07°42′57″E﻿ / ﻿46.10139°N 7.71583°E﻿ / 46.10139; 7.71583﻿ (5. Weisshorn (4506 m))
","Weisshorn-Matterhorn
","I/B-09.II-D
","Valais
","CH
",,"5
",,,,,,,"1861
"
1048,5,,"Matterhorn / Cervino / Cervin
",4478,1042,"45°58′35″N 07°39′31″E﻿ / ﻿45.97639°N 7.65861°E﻿ / 45.97639; 7.65861﻿ (6. Matterhorn / Mont Cervin (4478 m))
","Weisshorn-Matterhorn
","I/B-09.II-A
","Valais/Aosta Valley
","CH/IT
",,"6
",,,,,,,"1865
"
1049,6,,"Dent Blanche
",4357,915,"46°02′03″N 07°36′43″E﻿ / ﻿46.03417°N 7.61194°E﻿ / 46.03417; 7.61194﻿ (7. Dent Blanche (4357 m))
","Weisshorn-Matterhorn
","I/B-09.II-C
","Valais
","CH
",,"7
",,,,,,,"1862
"
1050,7,,"Grand Combin
",4314,1517,"45°56′15″N 07°17′57″E﻿ / ﻿45.93750°N 7.29917°E﻿ / 45.93750; 7.29917﻿ (8. Grand Combin (4314 m))
","Grand Combin Alps
","I/B-09.I-B
","Valais
","CH
",,"8
",,,,,,,"1859
"
1051,8,,"Finsteraarhorn
",4274,2280,"46°32′14″N 08°07′34″E﻿ / ﻿46.53722°N 8.12611°E﻿ / 46.53722; 8.12611﻿ (9. Finsteraarhorn (4274 m))
","Bernese Alps
","I/B-12.II-A
","Bern/Valais
","CH
",,"9
",,,,,,,"1829
"
1052,9,,"Zinalrothorn
",4221,490,"46°03′54″N 07°41′25″E﻿ / ﻿46.06500°N 7.69028°E﻿ / 46.06500; 7.69028﻿ (10. Zinalrothorn (4221 m))
","Weisshorn-Matterhorn
","I/B-09.II-D
","Valais
","CH
",,"10
",,,,,,,"1864
"
1053,10,,"Grandes Jorasses (Pointe Walker)
",4208,843,"45°52′09″N 06°59′18″E﻿ / ﻿45.86917°N 6.98833°E﻿ / 45.86917; 6.98833﻿ (11. Grandes Jorasses (Pte Walker) (4208 m))
","Mont Blanc massif
","I/B-07.V-B
","Haute-Savoie/Aosta Valley
","FR/IT
",,"11
",,,,,,,"1868
"
1054,11,,"Alphubel
",4206,359,"46°03′47″N 07°51′50″E﻿ / ﻿46.06306°N 7.86389°E﻿ / 46.06306; 7.86389﻿ (12. Alphubel (4206 m))
","Mischabel
","I/B-09.V-A
","Valais
","CH
",,"12
",,,,,,,"1860
"
1055,12,,"Rimpfischhorn
",4199,642,"46°01′24″N 07°53′03″E﻿ / ﻿46.02333°N 7.88417°E﻿ / 46.02333; 7.88417﻿ (13. Rimpfischhorn (4199 m))
","Mischabel
","I/B-09.V-A
","Valais
","CH
",,"13
",,,,,,,"1859
"
1056,13,,"Aletschhorn
",4193,1029,"46°27′54″N 07°59′38″E﻿ / ﻿46.46500°N 7.99389°E﻿ / 46.46500; 7.99389﻿ (14. Aletschhorn (4193 m))
","Bernese Alps
","I/B-12.II-E
","Valais
","CH
",,"14
",,,,,,,"1859
"
1057,14,,"Strahlhorn
",4190,401,"46°00′48″N 07°54′06″E﻿ / ﻿46.01333°N 7.90167°E﻿ / 46.01333; 7.90167﻿ (15. Strahlhorn (4190 m))
","Mischabel
","I/B-09.V-A
","Valais
","CH
",,"15
",,,,,,,"1854
"
1058,15,,"Dent d'Hérens
",4174,701,"45°58′12″N 07°36′19″E﻿ / ﻿45.97000°N 7.60528°E﻿ / 45.97000; 7.60528﻿ (16. Dent d'Hérens (4174 m))
","Weisshorn-Matterhorn
","I/B-09.II-A
","Valais/Aosta Valley
","CH/IT
",,"16
",,,,,,,"1863
"
1059,16,,"Breithorn
",4164,439,"45°56′28″N 07°44′56″E﻿ / ﻿45.94111°N 7.74889°E﻿ / 45.94111; 7.74889﻿ (17. Breithorn (4164 m))
","Monte Rosa Alps
","I/B-09.III-A
","Valais/Aosta Valley
","CH/IT
",,"17
",,,,,,,"1813
"
1060,17,,"Jungfrau
",4158,687,"46°32′12″N 07°57′45″E﻿ / ﻿46.53667°N 7.96250°E﻿ / 46.53667; 7.96250﻿ (18. Jungfrau (4158 m))
","Bernese Alps
","I/B-12.II-B
","Bern/Valais
","CH
",,"18
",,,,,,,"1811
"
1061,18,,"Aiguille Verte
",4122,689,"45°56′05″N 06°58′13″E﻿ / ﻿45.93472°N 6.97028°E﻿ / 45.93472; 6.97028﻿ (19. Aig. Verte (4122 m))
","Mont Blanc massif
","I/B-07.V-B
","Haute-Savoie
","FR
",,"19
",,,,,,,"1865
"
1062,19,,"Mönch
",4107,584,"46°33′30″N 07°59′50″E﻿ / ﻿46.55833°N 7.99722°E﻿ / 46.55833; 7.99722﻿ (20. Mönch (4107 m))
","Bernese Alps
","I/B-12.II-B
","Bern/Valais
","CH
",,"20
",,,,,,,"1857
"
1063,20,,"Barre des Écrins
",4102,2045,"44°55′21″N 06°21′36″E﻿ / ﻿44.92250°N 6.36000°E﻿ / 44.92250; 6.36000﻿ (21. Barre des Écrins (4102 m))
","Massif des Écrins
","I/A-05.III-A
","Hautes-Alpes
","FR
",,"21
",,,,,,,"1864
"
1064,21,,"Schreckhorn
",4078,792,"46°35′24″N 08°07′05″E﻿ / ﻿46.59000°N 8.11806°E﻿ / 46.59000; 8.11806﻿ (22. Schreckhorn (4078 m))
","Bernese Alps
","I/B-12.II-C
","Bern
","CH
",,"22
",,,,,,,"1861
"
1065,22,,"Ober Gabelhorn
",4063,536,"46°02′19″N 07°40′05″E﻿ / ﻿46.03861°N 7.66806°E﻿ / 46.03861; 7.66806﻿ (23. Ober Gabelhorn (4063 m))
","Weisshorn-Matterhorn
","I/B-09.II-D
","Valais
","CH
",,"23
",,,,,,,"1865
"
1066,23,,"Gran Paradiso / Grand Paradis
",4061,1888,"45°31′05″N 07°16′02″E﻿ / ﻿45.51806°N 7.26722°E﻿ / 45.51806; 7.26722﻿ (24. Gran Paradiso / Grand Paradis (4061 m))
","Gran Paradiso Alps
","I/B-07.IV-A
","Aosta Valley
","IT
",,"24
",,,,,,,"1860
"
1067,24,,"Piz Bernina
",4049,2234,"46°22′56″N 09°54′29″E﻿ / ﻿46.38222°N 9.90806°E﻿ / 46.38222; 9.90806﻿ (25. Piz Bernina (4049 m))
","Bernina Range
","II/A-15.III-A
","Graubünden
","CH
",,"25
",,,,,,,"1850
"
1068,25,,"Gross Fiescherhorn
",4049,398,"46°33′05″N 08°03′41″E﻿ / ﻿46.55139°N 8.06139°E﻿ / 46.55139; 8.06139﻿ (26. Gross Fiescherhorn (4049 m))
","Bernese Alps
","I/B-12.II-B
","Bern/Valais
","CH
",,"26
",,,,,,,"1862
"
1069,26,,"Gross Grünhorn
",4044,305,"46°31′55″N 08°04′40″E﻿ / ﻿46.53194°N 8.07778°E﻿ / 46.53194; 8.07778﻿ (27. Gross Grünhorn (4044 m))
","Bernese Alps
","I/B-12.II-B
","Valais
","CH
",,"27
",,,,,,,"1865
"
1070,27,,"Weissmies
",4017,1186,"46°07′40″N 08°00′44″E﻿ / ﻿46.12778°N 8.01222°E﻿ / 46.12778; 8.01222﻿ (28. Weissmies (4017 m))
","Weissmies Alps
","I/B-09.V-C
","Valais
","CH
",,"28
",,,,,,,"1855
"
1071,28,,"Lagginhorn
",4010,511,"46°09′26″N 08°00′11″E﻿ / ﻿46.15722°N 8.00306°E﻿ / 46.15722; 8.00306﻿ (29. Lagginhorn (4010 m))
","Weissmies Alps
","I/B-09.V-C
","Valais
","CH
",,"29
",,,,,,,"1856
"
1072,29,,"Piz Zupò
",3996,405,"46°22′06″N 09°55′53″E﻿ / ﻿46.36833°N 9.93139°E﻿ / 46.36833; 9.93139﻿ (30. Piz Zupò (3996 m))
","Bernina Range
","II/A-15.III-A
","Graub./Sondrio
","CH/IT
",,"30
",,,,,,,"1863
"
1073,30,,"Fletschhorn
",3985,297,"46°10′05″N 08°00′12″E﻿ / ﻿46.16806°N 8.00333°E﻿ / 46.16806; 8.00333﻿ (Fletschhorn (3985 m))
","Weissmies Alps
","I/B-09.V-C
","Valais
","CH
",,"
",,,,,,,"1854
"
1074,31,,"Gletscherhorn
",3983,346,"46°30′46″N 07°58′04″E﻿ / ﻿46.51278°N 7.96778°E﻿ / 46.51278; 7.96778﻿ (31. Gletscherhorn (3983 m))
","Bernese Alps
","I/B-12.II-D
","Bern/Valais
","CH
",,"31
",,,,,,,"1867
"
1075,32,,"Meije
",3982,824,"45°00′17″N 06°18′31″E﻿ / ﻿45.00472°N 6.30861°E﻿ / 45.00472; 6.30861﻿ (32. Meije (3982 m))
","Massif des Écrins
","I/A-05.III-B
","Isère/H-Alpes
","FR
",,"32
",,,,,,,"1877
"
1076,33,,"Eiger
",3967,362,"46°34′39″N 08°00′19″E﻿ / ﻿46.57750°N 8.00528°E﻿ / 46.57750; 8.00528﻿ (33. Eiger (3967 m))
","Bernese Alps
","I/B-12.II-B
","Bern
","CH
",,"33
",,,,,,,"1859
"
1077,34,,"Grivola
",3969,714,"45°35′45″N 07°15′27″E﻿ / ﻿45.59583°N 7.25750°E﻿ / 45.59583; 7.25750﻿ (34. Grivola (3969 m))
","Gran Paradiso Alps
","I/B-07.IV-A
","Aosta Valley
","IT
",,"34
",,,,,,,"1859
"
1078,35,,"Grand Cornier
",3962,431,"46°03′07″N 07°36′41″E﻿ / ﻿46.05194°N 7.61139°E﻿ / 46.05194; 7.61139﻿ (35. Grand Cornier (3962 m))
","Weisshorn-Matterhorn
","I/B-09.II-C
","Valais
","CH
",,"35
",,,,,,,"1865
"
1079,36,,"Ailefroide
",3954,762,"44°53′06″N 06°21′23″E﻿ / ﻿44.88500°N 6.35639°E﻿ / 44.88500; 6.35639﻿ (36. Ailefroide (3954 m))
","Massif des Écrins
","I/A-05.III-C
","Isère/H-Alpes
","FR
",,"36
",,,,,,,"1870
"
1080,37,,"Mont Pelvoux
",3943,465,"44°53′51″N 06°23′48″E﻿ / ﻿44.89750°N 6.39667°E﻿ / 44.89750; 6.39667﻿ (37. Mont Pelvoux (3943 m))
","Massif des Écrins
","I/A-05.III-C
","Hautes-Alpes
","FR
",,"37
",,,,,,,"1828
"
1081,38,,"Piz Roseg
",3937,415,"46°22′25″N 09°52′59″E﻿ / ﻿46.37361°N 9.88306°E﻿ / 46.37361; 9.88306﻿ (38. Piz Roseg (3937 m))
","Bernina Range
","II/A-15.III-A
","Graubünden
","CH
",,"38
",,,,,,,"1865
"
1082,39,,"Bietschhorn
",3934,806,"46°23′30″N 07°51′03″E﻿ / ﻿46.39167°N 7.85083°E﻿ / 46.39167; 7.85083﻿ (39. Bietschhorn (3934 m))
","Bernese Alps
","I/B-12.II-E
","Valais
","CH
",,"39
",,,,,,,"1859
"
1083,40,,"Trugberg
",3933,306,"46°32′48″N 08°00′55″E﻿ / ﻿46.54667°N 8.01528°E﻿ / 46.54667; 8.01528﻿ (40. Trugberg (3933 m))
","Bernese Alps
","I/B-12.II-B
","Valais
","CH
",,"40
",,,,,,,"1871
"
1084,41,,"Aiguille de Tré la Tête
",3923,592,"45°47′41″N 06°48′54″E﻿ / ﻿45.79472°N 6.81500°E﻿ / 45.79472; 6.81500﻿ (41. Aig. de Tré la Tête (3923 m))
","Mont Blanc massif
","I/B-07.V-A
","Aosta Valley
","IT
",,"41
",,,,,,,"1864
"
1085,42,,"Pic Sans Nom
",3913,340,"44°53′36″N 06°23′02″E﻿ / ﻿44.89333°N 6.38389°E﻿ / 44.89333; 6.38389﻿ (42. Pic Sans Nom (3913 m))
","Massif des Écrins
","I/A-05.III-C
","Hautes-Alpes
","FR
",,"42
",,,,,,,"1877
"
1086,43,,"Gross Wannenhorn
",3906,626,"46°29′38″N 08°05′49″E﻿ / ﻿46.49389°N 8.09694°E﻿ / 46.49389; 8.09694﻿ (43. Gross Wannenhorn (3906 m))
","Bernese Alps
","I/B-12.II-B
","Valais
","CH
",,"43
",,,,,,,"1864
"
1087,44,,"Ortler
",3905,1953,"46°30′32″N 10°32′41″E﻿ / ﻿46.50889°N 10.54472°E﻿ / 46.50889; 10.54472﻿ (44. Ortler (3905 m))
","Ortler Alps
","II/C-28.I-A
","South Tyrol
","IT
",,"44
",,,,,,,"1804
"
1088,45,,"Aiguille d'Argentière
",3901,473,"45°57′36″N 07°01′12″E﻿ / ﻿45.96000°N 7.02000°E﻿ / 45.96000; 7.02000﻿ (45. Aig. d'Argentière (3901 m))
","Mont Blanc massif
","I/B-07.V-C
","Valais/Haute-Savoie
","CH/FR
",,"45
",,,,,,,"1864
"
1089,46,,"Ruinette
",3875,851,"45°58′45″N 07°24′01″E﻿ / ﻿45.97917°N 7.40028°E﻿ / 45.97917; 7.40028﻿ (46. Ruinette (3875 m))
","Grand Combin Alps
","I/B-09.I-D
","Valais
","CH
",,"46
",,,,,,,"1865
"
1090,47,,"Aiguille de Triolet
",3870,301,"45°55′00″N 07°01′28″E﻿ / ﻿45.91667°N 7.02444°E﻿ / 45.91667; 7.02444﻿ (47. Aig. de Triolet (3870 m))
","Mont Blanc massif
","I/B-07.V-B
","Haute-Savoie/Aosta Valley
","FR/IT
",,"47
",,,,,,,"1874
"
1091,48,,"Grande Casse
",3855,1305,"45°24′19″N 06°49′40″E﻿ / ﻿45.40528°N 6.82778°E﻿ / 45.40528; 6.82778﻿ (48. Grande Casse (3855 m))
","Vanoise massif
","I/B-07.II-B
","Savoie
","FR
",,"48
",,,,,,,"1860
"
1092,49,,"Königspitze / Gran Zebrù
",3851,424,"46°28′43″N 10°34′06″E﻿ / ﻿46.47861°N 10.56833°E﻿ / 46.47861; 10.56833﻿ (49. Königspitze / Gran Zebrù (3851 m))
","Ortler Alps
","II/C-28.I-A
","S-Tyrol/Sondrio
","IT
",,"49
",,,,,,,"1854
"
